partner_iso,partner_name,agreement,year,hs2,hs2_description,hs_section,hs_section_description,agri_flag,total_exports,total_exports_excl_special_processing,mfn_zero_exports,mfn_non_zero_exports,fta_zero_exports,fta_non_zero_exports,special_processing_exports,unknown_exports,pref_eligible_exports,pref_usage_exports,pur_percent,tariff_free_percent
CZ,Czechia,EU- TCA,2023,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,2861045,2860533,0,2301262,227762,0,512,331509,2529024,227762,9,9
CZ,Czechia,EU- TCA,2023,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,1443770,1422197,15621,871642,508896,0,21573,26038,1380538,508896,36.9,37.6
CZ,Czechia,EU- TCA,2023,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",12,"Footwear, headgear",Non-AGRI,124196,124162,0,108263,15193,0,33,706,123456,15193,12.3,12.3
CZ,Czechia,EU- TCA,2023,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",12,"Footwear, headgear",Non-AGRI,502893,502893,0,408103,94790,0,0,0,502893,94790,18.8,18.8
CZ,Czechia,EU- TCA,2023,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,8592494,8592228,7396874,398826,756088,0,266,40441,1154914,756088,65.5,95.3
CZ,Czechia,EU- TCA,2023,69,Ceramic products,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,4485722,4485716,2463,2043832,2422863,0,7,16557,4466696,2422863,54.2,54.3
CZ,Czechia,EU- TCA,2023,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,4560676,4558291,212985,2447990,1843387,0,2385,53929,4291377,1843387,43,45.7
CZ,Czechia,EU- TCA,2023,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,11928366,10756479,9021516,1174891,556825,0,1171887,3247,1731716,556825,32.2,89.1
CZ,Czechia,EU- TCA,2023,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,31246135,31227960,30873635,67,291045,0,18174,63213,291112,291045,100,100
CZ,Czechia,EU- TCA,2023,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,58251927,57250998,13002906,22937322,20524597,0,1000928,786174,43461919,20524597,47.199999999999996,59.4
CZ,Czechia,EU- TCA,2023,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,7197403,7191433,199332,5249746,1558453,0,5970,183903,6808198,1558453,22.900000000000002,25.1
CZ,Czechia,EU- TCA,2023,75,Nickel and articles thereof,15,Base metals & articles thereof,Non-AGRI,24696055,7968470,6736524,691413,526794,0,16727585,13738,1218207,526794,43.2,91.3
CZ,Czechia,EU- TCA,2023,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,13855302,13788790,393029,2867075,10417079,0,66512,111607,13284154,10417079,78.4,79
CZ,Czechia,EU- TCA,2023,78,Lead and articles thereof,15,Base metals & articles thereof,Non-AGRI,221359,221359,150816,5531,29478,0,0,35535,35008,29478,84.2,97
CZ,Czechia,EU- TCA,2023,79,Zinc and articles thereof,15,Base metals & articles thereof,Non-AGRI,224726,224726,0,133290,91436,0,0,0,224726,91436,40.699999999999996,40.7
CZ,Czechia,EU- TCA,2023,80,Tin; articles thereof,15,Base metals & articles thereof,Non-AGRI,199421,199421,198809,0,0,0,0,613,0,0,NA,100
CZ,Czechia,EU- TCA,2023,81,"Metals; n.e.c., cermets and articles thereof",15,Base metals & articles thereof,Non-AGRI,14471203,4202227,1365115,906295,1761739,0,10268976,169078,2668034,1761739,66,77.5
CZ,Czechia,EU- TCA,2023,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,4873965,4758518,4265,3232062,1449993,0,115447,72198,4682055,1449993,31,31
CZ,Czechia,EU- TCA,2023,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,6065699,6055621,358265,2132901,3268408,0,10078,296047,5401309,3268408,60.5,63
CZ,Czechia,EU- TCA,2023,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,531876748,497083820,253438494,50593663,171410501,0,34792928,21641163,222004164,171410501,77.2,89.4
CZ,Czechia,EU- TCA,2023,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,248114498,243333425,150503398,44186281,41556591,0,4781074,7087154,85742872,41556591,48.5,81.3
CZ,Czechia,EU- TCA,2023,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17,Transportation equipment,Non-AGRI,6929707,5615009,232005,3627915,1751411,0,1314698,3678,5379326,1751411,32.6,35.3
CZ,Czechia,EU- TCA,2023,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,95598158,95350995,13990887,14214386,53447164,0,247163,13698558,67661549,53447164,79,82.6
CZ,Czechia,EU- TCA,2023,88,"Aircraft, spacecraft and parts thereof",17,Transportation equipment,Non-AGRI,15819735,10099194,9197956,267880,633358,0,5720541,0,901238,633358,70.3,97.3
CZ,Czechia,EU- TCA,2023,89,"Ships, boats and floating structures",17,Transportation equipment,Non-AGRI,236118,236118,0,77354,149910,0,0,8854,227264,149910,66,66
CZ,Czechia,EU- TCA,2023,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,76800527,74823669,65409643,4498372,3940146,0,1976858,975508,8438518,3940146,46.7,93.9
CZ,Czechia,EU- TCA,2023,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,652502,652367,23514,610392,7327,0,136,11135,617718,7327,1.2,4.8
CZ,Czechia,EU- TCA,2023,92,Musical instruments; parts and accessories of such articles,18,"Instruments - measuring, musical",Non-AGRI,863398,860744,0,729475,109365,0,2654,21904,838840,109365,13,13
CZ,Czechia,EU- TCA,2023,93,Arms and ammunition; parts and accessories thereof,19,Arms & ammunition,Non-AGRI,538658,538658,0,177916,360742,0,0,0,538658,360742,67,67
CZ,Czechia,EU- TCA,2023,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,25555451,24384965,14511407,3653998,5610111,0,1170486,609449,9264109,5610111,60.6,84.6
CZ,Czechia,EU- TCA,2023,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,13216769,13215925,7350971,4750421,973333,0,844,141200,5723754,973333,17,63.7
CZ,Czechia,EU- TCA,2023,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,4062759,4045385,188580,2834047,949670,0,17374,73089,3783717,949670,25.1,28.7
CZ,Czechia,EU- TCA,2023,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,2758074,2758074,2757639,0,0,0,0,435,0,0,NA,100
CZ,Czechia,EU- TCA,2023,99,Commodities not specified according to kind,99,Special combined codes,Non-AGRI,32973,32973,0,0,0,0,0,32973,0,0,NA,NA
DK,Denmark,EU- TCA,2023,01,Animals; live,1,Animals & animal products,AGRI,752108,752108,736738,15370,0,0,0,0,15370,0,0,98
DK,Denmark,EU- TCA,2023,02,Meat and edible meat offal,1,Animals & animal products,AGRI,3325014,3325014,17910,1039,1677375,0,0,1628690,1678414,1677375,99.9,99.9
DK,Denmark,EU- TCA,2023,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,Animals & animal products,AGRI,28727467,25077320,249192,243502,24547270,0,3650147,37355,24790773,24547270,99,99
DK,Denmark,EU- TCA,2023,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,29906241,29906241,0,27186,28936824,0,0,942231,28964010,28936824,99.9,99.9
DK,Denmark,EU- TCA,2023,05,Animal originated products; not elsewhere specified or included,1,Animals & animal products,AGRI,9864958,9864958,9864687,271,0,0,0,0,271,0,0,100
DK,Denmark,EU- TCA,2023,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2,Vegetable products,AGRI,134062,134062,21233,19682,93147,0,0,0,112829,93147,82.6,85.3
DK,Denmark,EU- TCA,2023,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,3885223,3885223,67693,80137,3737394,0,0,0,3817530,3737394,97.89999999999999,97.9
DK,Denmark,EU- TCA,2023,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,241277,241277,21359,55437,160658,0,0,3824,216095,160658,74.3,76.7
DK,Denmark,EU- TCA,2023,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,1541324,1541324,291985,168375,1080964,0,0,0,1249339,1080964,86.5,89.1
DK,Denmark,EU- TCA,2023,10,Cereals,2,Vegetable products,AGRI,29502,29502,11163,9610,8729,0,0,0,18339,8729,47.599999999999994,67.4
DK,Denmark,EU- TCA,2023,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,1347817,1347817,0,89473,1255085,0,0,3259,1344558,1255085,93.30000000000001,93.3
DK,Denmark,EU- TCA,2023,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,750808,750808,408018,91874,250845,0,0,71,342719,250845,73.2,87.8
DK,Denmark,EU- TCA,2023,13,"Lac; gums, resins and other vegetable saps and extracts",2,Vegetable products,AGRI,1325938,1325938,1074543,116796,16544,0,0,118055,133340,16544,12.4,90.3
DK,Denmark,EU- TCA,2023,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2,Vegetable products,AGRI,21010,21010,20958,0,0,0,0,52,0,0,NA,100
DK,Denmark,EU- TCA,2023,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,3,Fats and oil,AGRI,8104847,8104847,3368582,679982,4056284,0,0,0,4736265,4056284,85.6,91.6
DK,Denmark,EU- TCA,2023,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4,Prepared food and beverages,AGRI,3904060,3904060,207,2362,3864307,0,0,37184,3866669,3864307,99.9,99.9
DK,Denmark,EU- TCA,2023,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,9245295,9245295,458642,154408,8630615,0,0,1630,8785023,8630615,98.2,98.3
DK,Denmark,EU- TCA,2023,18,Cocoa and cocoa preparations,4,Prepared food and beverages,AGRI,3522486,3522486,5201,140895,3344576,0,0,31814,3485471,3344576,96,96
DK,Denmark,EU- TCA,2023,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4,Prepared food and beverages,AGRI,19144634,19144634,64726,520092,18192470,0,0,367346,18712562,18192470,97.2,97.2
DK,Denmark,EU- TCA,2023,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,3014372,3014372,99340,280602,2633290,0,0,1140,2913603,2633290,90.4,90.7
DK,Denmark,EU- TCA,2023,21,Miscellaneous edible preparations,4,Prepared food and beverages,AGRI,25106369,24880505,64655,2780583,22022812,0,225864,12456,24803394,22022812,88.8,88.8
DK,Denmark,EU- TCA,2023,22,"Beverages, spirits and vinegar",4,Prepared food and beverages,AGRI,64180172,64180172,33675598,12505944,17895034,0,0,103596,30400979,17895034,58.9,80.5
DK,Denmark,EU- TCA,2023,23,"Food industries, residues and wastes thereof; prepared animal fodder",4,Prepared food and beverages,AGRI,13615764,13615764,4197314,578391,8840058,0,0,0,9418449,8840058,93.89999999999999,95.8
DK,Denmark,EU- TCA,2023,24,Tobacco and manufactured tobacco substitutes,4,Prepared food and beverages,AGRI,117083,117083,0,31717,85365,0,0,0,117083,85365,72.89999999999999,72.9
DK,Denmark,EU- TCA,2023,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,7545970,7545970,4100019,152230,3293721,0,0,0,3445951,3293721,95.6,98
DK,Denmark,EU- TCA,2023,26,"Ores, slag and ash",5,Mineral products,Non-AGRI,261359,261359,261359,0,0,0,0,0,0,0,NA,100
DK,Denmark,EU- TCA,2023,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,248096012,222891693,170160799,1294185,51436512,0,25204319,197,52730697,51436512,97.5,99.4
DK,Denmark,EU- TCA,2023,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,9545368,9540069,367677,1913736,7258657,0,5299,0,9172392,7258657,79.10000000000001,79.9
DK,Denmark,EU- TCA,2023,29,Organic chemicals,6,Chemical products,Non-AGRI,15287229,15287229,1146557,2093533,12031476,0,0,15663,14125009,12031476,85.2,86.3
DK,Denmark,EU- TCA,2023,30,Pharmaceutical products,6,Chemical products,Non-AGRI,33474681,33474681,33449617,0,0,0,0,25065,0,0,NA,100
DK,Denmark,EU- TCA,2023,31,Fertilizers,6,Chemical products,Non-AGRI,2540774,2540774,723068,192446,1625260,0,0,0,1817707,1625260,89.4,92.4
DK,Denmark,EU- TCA,2023,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6,Chemical products,Non-AGRI,23588623,23528177,3107857,4090832,16192123,0,60447,137365,20282955,16192123,79.80000000000001,82.5
DK,Denmark,EU- TCA,2023,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,32398778,32312649,27980823,892607,3299494,0,86129,139724,4192101,3299494,78.7,97.2
DK,Denmark,EU- TCA,2023,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",6,Chemical products,Non-AGRI,12800237,12800237,2485151,1501915,8813008,0,0,162,10314923,8813008,85.39999999999999,88.3
DK,Denmark,EU- TCA,2023,35,Albuminoidal substances; modified starches; glues; enzymes,6,Chemical products,Non-AGRI,21326132,21326132,125016,1126109,9197588,0,0,10877419,10323697,9197588,89.1,89.2
DK,Denmark,EU- TCA,2023,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6,Chemical products,Non-AGRI,174202,174202,0,5686,168516,0,0,0,174202,168516,96.7,96.7
DK,Denmark,EU- TCA,2023,37,Photographic or cinematographic goods,6,Chemical products,Non-AGRI,218390,218390,188137,12712,17541,0,0,0,30253,17541,57.99999999999999,94.2
DK,Denmark,EU- TCA,2023,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,35244336,35242724,8770540,6628806,19824598,0,1612,18780,26453405,19824598,74.9,81.2
DK,Denmark,EU- TCA,2023,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,96665998,96590286,3094844,10531771,82695518,0,75712,268153,93227289,82695518,88.7,89.1
DK,Denmark,EU- TCA,2023,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,11872862,11819523,1329541,2882008,7565976,0,53339,41998,10447983,7565976,72.39999999999999,75.5
DK,Denmark,EU- TCA,2023,41,Raw hides and skins (other than furskins) and leather,8,Leather & hides,Non-AGRI,59815,59815,3053,29128,27634,0,0,0,56762,27634,48.699999999999996,51.3
DK,Denmark,EU- TCA,2023,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,4402436,4402436,0,2009390,2389156,0,0,3890,4398546,2389156,54.300000000000004,54.3
DK,Denmark,EU- TCA,2023,43,Furskins and artificial fur; manufactures thereof,8,Leather & hides,Non-AGRI,43557,43557,0,34835,8722,0,0,0,43557,8722,20,20
DK,Denmark,EU- TCA,2023,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,5010538,4982902,1214819,1909940,1856840,0,27637,1304,3766779,1856840,49.3,61.7
DK,Denmark,EU- TCA,2023,45,Cork and articles of cork,9,Wood & wood products,Non-AGRI,31020,31020,6982,10733,13305,0,0,0,24038,13305,55.300000000000004,65.4
DK,Denmark,EU- TCA,2023,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9,Wood & wood products,Non-AGRI,18304,18304,519,15256,2481,0,0,48,17737,2481,14.000000000000002,16.4
DK,Denmark,EU- TCA,2023,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,10,"Paper, printed products",Non-AGRI,191911,191911,191873,0,0,0,0,38,0,0,NA,100
DK,Denmark,EU- TCA,2023,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,10419365,10419365,10418445,0,0,0,0,921,0,0,NA,100
DK,Denmark,EU- TCA,2023,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,21416911,21416911,21416911,0,0,0,0,0,0,0,NA,100
DK,Denmark,EU- TCA,2023,50,Silk,11,Textiles & textile articles,Non-AGRI,103399,103399,3388,46887,53124,0,0,0,100012,53124,53.1,54.7
DK,Denmark,EU- TCA,2023,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,26088348,26088348,55942,704375,25327743,0,0,288,26032118,25327743,97.3,97.3
DK,Denmark,EU- TCA,2023,52,Cotton,11,Textiles & textile articles,Non-AGRI,366335,366335,34690,206616,124848,0,0,182,331463,124848,37.7,43.6
DK,Denmark,EU- TCA,2023,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,232074,232074,10634,85844,135587,0,0,9,221431,135587,61.199999999999996,63
DK,Denmark,EU- TCA,2023,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,706119,706119,1448,109387,595283,0,0,1,704670,595283,84.5,84.5
DK,Denmark,EU- TCA,2023,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,679361,679361,175,107393,571788,0,0,5,679181,571788,84.2,84.2
DK,Denmark,EU- TCA,2023,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,8538975,8538975,282472,478342,7697143,0,0,81019,8175485,7697143,94.1,94.3
DK,Denmark,EU- TCA,2023,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,290834,290834,0,155776,135058,0,0,0,290834,135058,46.400000000000006,46.4
DK,Denmark,EU- TCA,2023,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,348703,346410,0,152418,193992,0,2292,0,346410,193992,56.00000000000001,56
DK,Denmark,EU- TCA,2023,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,3606714,3606714,4312,392689,3208987,0,0,726,3601676,3208987,89.1,89.1
DK,Denmark,EU- TCA,2023,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,822694,822694,0,79722,602697,0,0,140275,682419,602697,88.3,88.3
